minute,HR(bpm),grade
0,100.1045,63.0%
1,90.13516666666666,
2,86.88466666666666,
3,81.861,
4,78.453,
5,105.8035,
6,87.4555,
7,83.49783333333333,
8,72.94066666666667,
9,91.63783333333336,
10,98.83833333333334,
11,100.63866666666668,
12,119.585,
13,106.3415,
14,127.44933333333331,
15,111.58766666666666,
16,134.79966666666667,
17,114.3995,
18,114.6015,
19,112.53216666666668,
20,110.61216666666664,
21,119.95266666666666,
22,120.876,
23,121.1145,
24,106.4945,
25,107.31816666666668,
26,102.55016666666668,
27,91.63583333333332,
28,92.50233333333334,
29,96.936,
30,98.32633333333334,
31,88.655,
32,89.70800000000001,
33,92.74516666666666,
34,87.934,
35,87.75500000000001,
36,94.05166666666668,
37,90.76916666666666,
38,88.08316666666666,
39,83.59733333333334,
40,87.02633333333333,
41,88.13766666666668,
42,91.64833333333333,
43,85.196,
44,87.48150000000001,
45,89.396,
46,86.25483333333334,
47,85.25633333333333,
48,84.489,
49,86.65983333333334,
50,85.67583333333333,
51,86.38449999999999,
52,83.87766666666667,
53,85.68266666666666,
54,85.31816666666667,
55,87.46183333333333,
56,82.69766666666666,
57,81.508,
58,85.2675,
59,84.73299999999999,
60,87.087,
61,91.35083333333334,
62,79.10016666666667,
63,76.75800000000001,
64,73.872,
65,85.09483333333333,
66,83.8235,
67,82.14516666666667,
68,81.7465,
69,81.62083333333334,
70,84.79633333333332,
71,83.18083333333334,
72,82.63416666666667,
73,81.59866666666667,
74,81.2125,
75,78.8015,
76,81.64166666666667,
77,77.33,
78,77.90766666666667,
79,82.04899999999999,
80,79.36133333333333,
81,78.66499999999999,
82,78.82783333333333,
83,77.24283333333332,
84,77.40283333333333,
85,76.97116666666666,
86,80.66266666666667,
87,88.95949999999999,
88,79.36166666666666,
89,74.30566666666667,
90,77.56333333333333,
91,78.76916666666666,
92,76.84966666666668,
93,75.29866666666666,
94,77.3755,
95,76.69733333333333,
96,76.18116666666667,
97,79.28333333333333,
98,79.639,
99,70.11116666666666,
100,71.13533333333334,
101,73.36200000000001,
102,77.632,
103,77.55833333333334,
104,75.19883333333334,
105,75.43416666666667,
106,74.37349999999999,
107,77.81233333333333,
108,78.59033333333333,
109,82.769,
110,75.41966666666667,
111,76.91816666666666,
112,80.52783333333333,
113,79.41149999999999,
114,75.87183333333334,
115,73.02016666666667,
116,67.12533333333333,
117,66.76733333333333,
118,77.05933333333334,
119,85.69083333333333,
120,79.41216666666666,
121,76.63033333333333,
122,79.5785,
123,75.63833333333334,
124,78.49633333333333,
125,80.47883333333334,
126,79.93066666666667,
127,77.154,
128,77.985,
129,79.89783333333334,
130,74.43383333333333,
131,78.50816666666667,
132,77.81133333333334,
133,77.7,
134,72.86216666666665,
135,77.4105,
136,76.48566666666667,
137,75.3095,
138,82.67616666666666,
139,81.27883333333332,
140,79.19616666666667,
141,82.89216666666667,
142,85.596,
143,83.15133333333333,
144,85.59983333333334,
145,80.02383333333334,
146,78.57950000000001,
147,95.76216666666666,
148,87.06750000000001,
149,83.89216666666667,
150,84.3015,
151,80.695,
152,81.67366666666666,
153,89.8925,
154,104.6485,
155,81.45733333333332,
156,91.43833333333332,
157,82.25399999999999,
158,76.98283333333333,
159,82.40316666666666,
160,82.9875,
161,73.4,
162,67.01916666666666,
163,86.0305,
164,80.49133333333333,
165,73.76133333333334,
166,84.4215,
167,83.009,
168,81.69233333333334,
169,80.46666666666667,
170,78.23433333333334,
171,77.74266666666668,
172,86.7855,
173,73.81750000000001,
174,61.468833333333336,
175,73.3595,
176,86.12883333333333,
177,101.48416666666668,
178,105.08933333333331,
179,83.03416666666666,
180,81.12566666666666,
181,82.21716666666666,
182,74.7025,
183,73.83449999999999,
184,85.32066666666667,
185,75.84466666666667,
186,84.94333333333334,
187,78.0395,
188,83.59383333333334,
189,86.98816666666667,
190,78.69133333333333,
191,78.4175,
192,70.4165,
193,95.37816666666669,
194,91.4515,
195,75.71433333333333,
196,75.80116666666666,
197,76.47533333333334,
198,74.66383333333333,
199,77.1715,
200,74.84066666666666,
201,86.47800000000001,
202,81.04616666666668,
203,78.02066666666666,
204,73.05383333333333,
205,75.55516666666668,
206,86.61016666666666,
207,97.202,
208,121.72633333333332,
209,148.47033333333331,
210,124.743,
211,92.4305,
212,92.11483333333334,
213,95.2065,
214,84.75533333333333,
215,107.59716666666668,
216,93.39766666666668,
217,88.49233333333333,
218,84.69516666666667,
219,79.97083333333333,
220,86.5425,
221,95.211,
222,102.231,
223,99.296,
224,88.312,
225,86.59616666666666,
226,88.19833333333332,
227,111.50416666666666,
228,111.6215,
229,109.10216666666666,
230,108.11733333333332,
231,114.61333333333332,
232,112.20033333333336,
233,111.53133333333334,
234,123.79733333333334,
235,138.8037037037037,
