minute,HR(bpm),grade
0,168.17516666666668,64.0%
1,183.28983333333332,
2,155.07266666666666,
3,113.49333333333334,
4,112.38866666666668,
5,110.24766666666666,
6,119.9425,
7,123.24233333333332,
8,122.817,
9,118.0495,
10,123.15966666666668,
11,116.7905,
12,110.79966666666664,
13,154.38883333333334,
14,150.43416666666664,
15,138.4921666666667,
16,130.041,
17,141.887,
18,126.50416666666666,
19,133.96116666666666,
20,124.28466666666668,
21,145.71599999999998,
22,146.99733333333333,
23,147.77533333333335,
24,134.7875,
25,110.31216666666666,
26,105.83466666666666,
27,117.31533333333331,
28,144.92700000000002,
29,146.98333333333332,
30,145.92466666666667,
31,119.49616666666668,
32,104.151,
33,102.86916666666666,
34,83.97133333333333,
35,76.48766666666667,
36,77.26833333333335,
37,74.19466666666668,
38,85.94066666666666,
39,87.30566666666667,
40,79.03916666666667,
41,71.78416666666666,
42,82.86083333333333,
43,85.68483333333333,
44,85.03083333333333,
45,111.22166666666666,
46,90.62733333333334,
47,77.89416666666666,
48,76.416,
49,85.12833333333333,
50,74.57216666666666,
51,73.98416666666667,
52,85.79333333333334,
53,72.7435,
54,69.9605,
55,57.01199999999999,
56,72.30233333333334,
57,82.15783333333334,
58,76.39766666666667,
59,79.67133333333332,
60,86.82716666666667,
61,92.28516666666664,
62,87.1085,
63,74.312,
64,75.31566666666666,
65,78.22316666666667,
66,79.7015,
67,82.04883333333333,
68,77.05933333333334,
69,77.18766666666667,
70,86.82966666666667,
71,81.57433333333333,
72,73.06066666666668,
73,83.1285,
74,88.72883333333334,
75,83.8715,
76,78.75583333333334,
77,76.20583333333335,
78,75.57166666666667,
79,88.69166666666666,
80,76.11200000000001,
81,76.384,
82,79.50283333333333,
83,79.82,
84,91.339,
85,90.49766666666666,
86,77.13083333333334,
87,75.84066666666666,
88,78.11149999999999,
89,81.77733333333335,
90,78.61166666666666,
91,80.19066666666666,
92,87.84466666666667,
93,71.97033333333334,
94,72.69616666666666,
95,78.83500000000001,
96,76.3785,
97,83.76983333333332,
98,82.17583333333333,
99,69.96866666666666,
100,63.479166666666664,
101,72.33850000000001,
102,73.64433333333334,
103,76.3685,
104,87.22283333333333,
105,76.16466666666666,
106,73.501,
107,73.48133333333334,
108,82.01233333333333,
109,69.9835,
110,72.25966666666666,
111,82.26466666666667,
112,81.24316666666667,
113,81.16616666666667,
114,85.8315,
115,80.6365,
116,75.13766666666668,
117,68.63783333333335,
118,65.02616666666667,
119,78.43316666666666,
120,78.63449999999999,
121,76.74216666666666,
122,87.38083333333334,
123,74.63550000000001,
124,72.32766666666666,
125,76.0915,
126,82.19,
127,87.58283333333334,
128,85.99033333333334,
129,77.59333333333333,
130,74.26183333333333,
131,77.54783333333333,
132,89.04216666666666,
133,74.99583333333334,
134,76.24916666666667,
135,104.19033333333331,
136,118.34833333333331,
137,103.72133333333332,
138,114.6615,
139,112.62633333333332,
140,115.785,
141,128.2225,
142,99.71483333333336,
143,83.57116666666667,
144,104.95233333333334,
145,129.91983333333332,
146,120.67133333333332,
147,114.4635,
148,127.50133333333332,
149,145.83433333333332,
